dataset,seed,shot,category,method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
btad,0,1,01,B,0.9522407447746588,0.54327309633296,0.9397473275024296,0.9777544552281865,0.9247311827956989
btad,0,1,01,S,0.9311140181487065,0.3877053966864874,0.9310009718172984,0.9742072618728512,0.9072164948453607
btad,0,1,01,C,0.9482522754568576,0.5010614329942593,0.9630709426627794,0.9861916695517574,0.9494949494949495
btad,0,1,01,A1_J,0.9573495395446077,0.5741118492015442,0.9310009718172985,0.9753366415814757,0.9130434782608695
btad,0,1,01,TRI_J,0.9567842077341329,0.5471131040723052,0.9378036929057336,0.9765082121397453,0.9130434782608695
btad,0,1,01,BAL_J,0.9583343348352591,0.5592095677666737,0.9436345966958212,0.978862779252585,0.9247311827956989
btad,0,1,01,DUP_J,0.9552804545549695,0.5631028638521755,0.9378036929057337,0.9771499695735824,0.9166666666666666
btad,0,1,01,DUP_BAL_J,0.9573495395446077,0.5741118492015442,0.9310009718172985,0.9753366415814757,0.9130434782608695
btad,0,1,01,DUP_EXPECTED_J,0.9552804545549695,0.5631028638521755,0.9378036929057337,0.9771499695735824,0.9166666666666666
btad,0,1,01,A1_L,0.9602289360791887,0.5855472032158786,0.9387755102040816,0.9783861028973393,0.9263157894736843
btad,0,1,01,DUP_L,0.9575613362691534,0.5712903760675123,0.9416909620991254,0.9789086323777578,0.9247311827956989
btad,0,1,01,TRI_L,0.9600906336347652,0.5596666137640138,0.9446064139941691,0.979843270317938,0.9247311827956989
btad,0,1,01,BAL_L,0.9619267915829357,0.5755886931588872,0.9397473275024296,0.978494555344061,0.9263157894736843
btad,0,1,02,B,0.9620832279458726,0.5726960938073773,0.9093333333333333,0.9853601721548216,0.9569377990430622
btad,0,1,02,S,0.9643610079514661,0.6359684490958563,0.9151666666666667,0.9862221250798902,0.9611650485436893
btad,0,1,02,C,0.936036766576432,0.49086502621054795,0.8513333333333334,0.9768355894710875,0.9324009324009325
btad,0,1,02,A1_J,0.9643045051372022,0.6079010978835377,0.9136666666666666,0.9862650457215522,0.9588377723970944
btad,0,1,02,TRI_J,0.9663832958468469,0.6463365143697092,0.9129999999999999,0.9860532313813863,0.9537712895377128
btad,0,1,02,BAL_J,0.9667088945837498,0.6501745603919296,0.9125,0.9861995452846618,0.9516908212560387
btad,0,1,02,DUP_J,0.9635449300028447,0.5943756559682162,0.9065,0.9850771358944033,0.9542168674698797
btad,0,1,02,DUP_BAL_J,0.9643045051372022,0.6079010978835377,0.9136666666666666,0.9862650457215522,0.9588377723970944
btad,0,1,02,DUP_EXPECTED_J,0.9635449300028447,0.5943756559682162,0.9065,0.9850771358944033,0.9542168674698797
btad,0,1,02,A1_L,0.9646453903820527,0.6131620509485178,0.9096666666666666,0.9854415228098228,0.954653937947494
btad,0,1,02,DUP_L,0.9638377928074751,0.5990899811607756,0.9106666666666666,0.9855706115366076,0.9586374695863747
btad,0,1,02,TRI_L,0.9666043803417932,0.6516236575637838,0.9143333333333334,0.9862651544184986,0.9544364508393286
btad,0,1,02,BAL_L,0.9670235994112396,0.6560674935293318,0.9158333333333333,0.9865648997619997,0.9565217391304348
